ID,RA_DMS,DEC_DMS,SEMI_MAJ_PC,SEMI_MIN_PC,AVG_RAD_PC,PA_DEG,ARM,DIST_ARM_PC,GAL_RAD_KPC,RA_DEG,DEC_DEG,SEMI_MAJ_ARCSEC,SEMI_MIN_ARCSEC
421,24d09m49.8s,15d46m56.6s,12,10,11,-90,2,-37,1.67,24.163833333333333,15.78238888888889,0.2515424466428004,0.20961870553566703
422,24d09m49.8s,15d47m57.8s,18,18,18,0,2,79,3.17,24.163833333333333,15.799388888888888,0.3773136699642006,0.3773136699642006
423,24d09m49.8s,15d46m1.1s,31,20,27,-40,4,25,3.31,24.163833333333333,15.766972222222224,0.6498179871605677,0.41923741107133405
424,24d09m49.9s,15d46m48.6s,30,21,27,-20,2,-5,1.76,24.16386111111111,15.780166666666668,0.628856116607001,0.44019928162490074
425,24d09m49.9s,15d46m17.3s,23,23,23,0,4,-112,2.67,24.16386111111111,15.771472222222224,0.4821230227320341,0.4821230227320341
426,24d09m49.9s,15d46m2.9s,18,17,18,-90,4,11,3.23,24.16386111111111,15.767472222222223,0.3773136699642006,0.35635179941063394
427,24d09m50.0s,15d48m8.5s,381,282,348,-60,2,153,3.61,24.163888888888888,15.802361111111113,7.986472680908913,5.91124749610581
428,24d09m50.0s,15d47m46.2s,14,14,14,0,2,6,2.71,24.163888888888888,15.796166666666666,0.2934661877499338,0.2934661877499338
429,24d09m50.0s,15d46m9.3s,23,21,22,0,4,-43,2.97,24.163888888888888,15.769250000000001,0.4821230227320341,0.44019928162490074
430,24d09m50.1s,15d46m54.1s,44,43,44,-90,2,-29,1.68,24.163916666666665,15.781694444444446,0.9223223043569349,0.9013604338033682
431,24d09m50.2s,15d45m55.0s,22,22,22,0,4,79,3.56,24.163944444444443,15.765277777777778,0.4611611521784674,0.4611611521784674
432,24d09m50.2s,15d46m2.4s,19,18,19,0,4,13,3.25,24.163944444444443,15.767333333333335,0.3982755405177673,0.3773136699642006
433,24d09m50.2s,15d46m5.0s,15,15,15,0,4,-4,3.14,24.163944444444443,15.768055555555556,0.3144280583035005,0.3144280583035005
434,24d09m50.3s,15d46m16.4s,17,17,17,0,4,-106,2.69,24.16397222222222,15.771222222222223,0.35635179941063394,0.35635179941063394
435,24d09m50.4s,15d45m44.8s,15,15,15,0,4,170,3.99,24.163999999999998,15.762444444444444,0.3144280583035005,0.3144280583035005
436,24d09m50.4s,15d45m44.2s,15,15,15,0,4,174,4.01,24.163999999999998,15.762277777777777,0.3144280583035005,0.3144280583035005
437,24d09m50.4s,15d47m48.9s,16,16,16,0,2,19,2.8,24.163999999999998,15.796916666666666,0.3353899288570672,0.3353899288570672
438,24d09m50.5s,15d45m43.2s,52,52,52,0,4,184,4.06,24.164027777777775,15.762,1.0900172687854683,1.0900172687854683
439,24d09m50.5s,15d46m22.0s,48,48,48,0,4,-155,2.48,24.164027777777775,15.772777777777778,1.0061697865712016,1.0061697865712016
440,24d09m50.7s,15d46m41.6s,15,15,15,0,2,26,1.87,24.16408333333333,15.778222222222222,0.3144280583035005,0.3144280583035005
441,24d09m50.7s,15d46m10.2s,20,20,20,0,4,-51,2.92,24.16408333333333,15.7695,0.41923741107133405,0.41923741107133405
442,24d09m50.7s,15d45m58.7s,30,22,27,-90,4,45,3.39,24.16408333333333,15.766305555555556,0.628856116607001,0.4611611521784674
443,24d09m50.7s,15d46m55.5s,18,16,17,-90,2,-39,1.64,24.16408333333333,15.782083333333334,0.3773136699642006,0.3353899288570672
444,24d09m50.7s,15d47m46.3s,19,18,18,-90,2,0,2.69,24.16408333333333,15.796194444444444,0.3982755405177673,0.3773136699642006
445,24d09m50.8s,15d47m42.8s,29,29,29,0,2,-21,2.56,24.164111111111108,15.795222222222222,0.6078942460534343,0.6078942460534343
446,24d09m50.8s,15d46m48.0s,18,18,18,0,2,-11,1.73,24.164111111111108,15.780000000000001,0.3773136699642006,0.3773136699642006
447,24d09m50.9s,15d46m5.6s,12,11,12,-90,4,-12,3.1,24.16413888888889,15.768222222222223,0.2515424466428004,0.2305805760892337
448,24d09m50.9s,15d47m31.0s,17,17,17,0,2,-69,2.15,24.16413888888889,15.791944444444445,0.35635179941063394,0.35635179941063394
449,24d09m51.0s,15d46m50.2s,17,17,17,0,2,-21,1.68,24.164166666666667,15.780611111111112,0.35635179941063394,0.35635179941063394
450,24d09m51.0s,15d47m38.5s,60,42,54,-90,2,-39,2.4,24.164166666666667,15.794027777777778,1.257712233214002,0.8803985632498015
451,24d09m51.1s,15d45m44.8s,17,17,17,0,4,168,3.98,24.164194444444444,15.762444444444444,0.35635179941063394,0.35635179941063394
452,24d09m51.1s,15d46m51.1s,14,14,14,0,2,-24,1.67,24.164194444444444,15.780861111111111,0.2934661877499338,0.2934661877499338
453,24d09m51.1s,15d47m41.8s,18,17,17,-90,2,-26,2.51,24.164194444444444,15.794944444444445,0.3773136699642006,0.35635179941063394
454,24d09m51.1s,15d46m45.9s,16,16,16,0,2,-4,1.75,24.164194444444444,15.779416666666668,0.3353899288570672,0.3353899288570672
455,24d09m51.1s,15d46m58.7s,18,17,18,-90,2,-55,1.6,24.164194444444444,15.782972222222224,0.3773136699642006,0.35635179941063394
456,24d09m51.2s,15d46m11.3s,14,13,14,-80,4,-62,2.86,24.16422222222222,15.769805555555557,0.2934661877499338,0.2725043171963671
457,24d09m51.2s,15d47m26.6s,79,65,75,-30,2,-81,2.0,24.16422222222222,15.790722222222222,1.6559877737317696,1.3625215859818356
458,24d09m51.3s,15d47m48.7s,25,25,25,0,2,12,2.77,24.16425,15.796861111111111,0.5240467638391675,0.5240467638391675
459,24d09m51.4s,15d47m45.4s,17,16,17,-90,2,-9,2.64,24.164277777777777,15.795944444444444,0.35635179941063394,0.3353899288570672
460,24d09m51.4s,15d46m7.8s,248,152,216,0,4,-31,3.0,24.164277777777777,15.768833333333335,5.198543897284542,3.1862043241421385
461,24d09m51.5s,15d47m46.1s,22,22,22,0,2,-6,2.67,24.164305555555554,15.796138888888889,0.4611611521784674,0.4611611521784674
462,24d09m51.5s,15d45m58.2s,17,17,17,0,4,49,3.39,24.164305555555554,15.766166666666667,0.35635179941063394,0.35635179941063394
463,24d09m51.5s,15d46m51.6s,36,26,33,0,2,-30,1.64,24.164305555555554,15.781,0.7546273399284013,0.5450086343927342
464,24d09m51.6s,15d46m9.0s,10,10,10,-90,4,-42,2.94,24.16433333333333,15.769166666666667,0.20961870553566703,0.20961870553566703
465,24d09m51.6s,15d47m24.9s,24,23,24,-90,2,-88,1.94,24.16433333333333,15.79025,0.5030848932856008,0.4821230227320341
466,24d09m51.6s,15d46m0.4s,30,30,30,0,4,30,3.3,24.16433333333333,15.76677777777778,0.628856116607001,0.628856116607001
467,24d09m51.7s,15d47m52.5s,27,27,27,0,2,34,2.91,24.16436111111111,15.797916666666666,0.565970504946301,0.565970504946301
468,24d09m51.8s,15d46m57.9s,18,16,17,-90,2,-57,1.57,24.164388888888887,15.78275,0.3773136699642006,0.3353899288570672
469,24d09m51.9s,15d46m10.1s,35,28,32,-90,4,-52,2.89,24.164416666666664,15.769472222222223,0.7336654693748346,0.5869323754998677
470,24d09m51.9s,15d46m39.3s,22,22,22,0,2,32,1.88,24.164416666666664,15.777583333333334,0.4611611521784674,0.4611611521784674
471,24d09m52.0s,15d47m48.1s,19,19,19,0,2,4,2.73,24.16444444444444,15.796694444444444,0.3982755405177673,0.3982755405177673
472,24d09m52.0s,15d46m40.1s,24,22,23,0,2,27,1.85,24.16444444444444,15.777805555555556,0.5030848932856008,0.4611611521784674
473,24d09m52.0s,15d47m47.0s,38,32,36,50,2,-4,2.69,24.16444444444444,15.796388888888888,0.7965510810355346,0.6707798577141344
474,24d09m52.0s,15d47m42.6s,24,24,24,0,2,-31,2.52,24.16444444444444,15.795166666666667,0.5030848932856008,0.5030848932856008
475,24d09m52.1s,15d46m2.3s,28,28,28,0,4,13,3.21,24.16447222222222,15.767305555555556,0.5869323754998677,0.5869323754998677
476,24d09m52.1s,15d46m50.3s,36,36,36,0,2,-29,1.63,24.16447222222222,15.78063888888889,0.7546273399284013,0.7546273399284013
477,24d09m52.2s,15d47m55.8s,47,47,47,0,2,52,3.03,24.1645,15.798833333333333,0.9852079160176349,0.9852079160176349
478,24d09m52.3s,15d47m29.1s,26,26,26,0,2,-82,2.04,24.164527777777778,15.791416666666667,0.5450086343927342,0.5450086343927342
479,24d09m52.3s,15d47m35.7s,33,33,33,0,2,-62,2.26,24.164527777777778,15.79325,0.6917417282677011,0.6917417282677011
480,24d09m52.4s,15d47m44.9s,54,33,47,-30,2,-18,2.59,24.164555555555555,15.795805555555555,1.131941009892602,0.6917417282677011
481,24d09m52.4s,15d45m58.1s,21,21,21,0,4,50,3.38,24.164555555555555,15.76613888888889,0.44019928162490074,0.44019928162490074
482,24d09m52.5s,15d45m53.2s,245,190,227,0,4,92,3.59,24.164583333333333,15.764777777777777,5.135658285623842,3.9827554051776732
483,24d09m52.5s,15d46m37.4s,41,41,41,0,2,41,1.9,24.164583333333333,15.777055555555556,0.8594366926962348,0.8594366926962348
484,24d09m52.5s,15d45m59.0s,25,25,25,0,4,42,3.33,24.164583333333333,15.766388888888889,0.5240467638391675,0.5240467638391675
485,24d09m52.7s,15d46m10.6s,6,6,6,0,4,-59,2.85,24.164638888888888,15.769611111111113,0.1257712233214002,0.1257712233214002
486,24d09m52.7s,15d46m49.9s,14,14,14,0,2,-32,1.61,24.164638888888888,15.78052777777778,0.2934661877499338,0.2934661877499338
487,24d09m52.8s,15d47m41.7s,35,33,34,-90,2,-40,2.46,24.164666666666665,15.794916666666667,0.7336654693748346,0.6917417282677011
488,24d09m52.9s,15d46m9.1s,23,21,22,0,4,-48,2.91,24.164694444444443,15.769194444444445,0.4821230227320341,0.44019928162490074
489,24d09m52.9s,15d46m4.0s,31,31,31,0,4,-3,3.12,24.164694444444443,15.767777777777779,0.6498179871605677,0.6498179871605677
490,24d09m53.0s,15d47m36.7s,17,16,17,-90,2,-62,2.27,24.16472222222222,15.793527777777777,0.35635179941063394,0.3353899288570672
491,24d09m53.0s,15d46m11.7s,12,11,12,0,4,-69,2.8,24.16472222222222,15.769916666666667,0.2515424466428004,0.2305805760892337
492,24d09m53.0s,15d47m59.0s,24,24,24,0,2,67,3.15,24.16472222222222,15.799722222222222,0.5030848932856008,0.5030848932856008
493,24d09m53.0s,15d47m58.2s,13,13,13,0,2,61,3.11,24.16472222222222,15.7995,0.2725043171963671,0.2725043171963671
494,24d09m53.2s,15d46m49.4s,55,29,46,-30,2,-35,1.6,24.164777777777775,15.78038888888889,1.1529028804461687,0.6078942460534343
495,24d09m53.3s,15d46m38.5s,20,20,20,0,2,29,1.85,24.164805555555553,15.777361111111112,0.41923741107133405,0.41923741107133405
496,24d09m53.3s,15d46m22.6s,37,37,37,0,2,136,2.37,24.164805555555553,15.772944444444445,0.7755892104819679,0.7755892104819679
497,24d09m53.3s,15d46m9.8s,13,10,12,0,4,-54,2.87,24.164805555555553,15.769388888888889,0.2725043171963671,0.20961870553566703
498,24d09m53.4s,15d45m44.7s,82,82,82,0,4,165,3.94,24.16483333333333,15.762416666666667,1.7188733853924696,1.7188733853924696
499,24d09m53.4s,15d45m59.4s,37,37,37,0,4,37,3.3,24.16483333333333,15.7665,0.7755892104819679,0.7755892104819679
500,24d09m53.4s,15d45m55.2s,51,51,51,0,4,72,3.48,24.16483333333333,15.765333333333333,1.0690553982319018,1.0690553982319018
501,24d09m53.5s,15d46m10.2s,11,11,11,0,4,-58,2.85,24.164861111111108,15.7695,0.2305805760892337,0.2305805760892337
502,24d09m53.5s,15d47m40.2s,20,19,19,-90,2,-52,2.38,24.164861111111108,15.7945,0.41923741107133405,0.3982755405177673
503,24d09m53.6s,15d46m47.9s,20,20,20,0,2,-28,1.61,24.16488888888889,15.779972222222224,0.41923741107133405,0.41923741107133405
504,24d09m53.6s,15d46m11.9s,11,11,11,0,4,-73,2.78,24.16488888888889,15.769972222222224,0.2305805760892337,0.2305805760892337
505,24d09m53.7s,15d45m58.2s,24,24,24,0,4,45,3.34,24.164916666666667,15.766166666666667,0.5030848932856008,0.5030848932856008
506,24d09m53.7s,15d47m46.0s,22,22,22,0,2,-20,2.6,24.164916666666667,15.796111111111111,0.4611611521784674,0.4611611521784674
507,24d09m53.8s,15d46m48.8s,22,21,22,-90,2,-34,1.59,24.164944444444444,15.780222222222223,0.4611611521784674,0.44019928162490074
508,24d09m53.8s,15d47m48.1s,38,38,38,0,2,-7,2.68,24.164944444444444,15.796694444444444,0.7965510810355346,0.7965510810355346
509,24d09m54.0s,15d46m2.2s,26,20,24,-90,4,14,3.17,24.165,15.767277777777778,0.5450086343927342,0.41923741107133405
510,24d09m54.0s,15d47m37.1s,26,26,26,0,2,-68,2.26,24.165,15.79363888888889,0.5450086343927342,0.5450086343927342
511,24d09m54.1s,15d47m39.3s,34,34,34,0,2,-59,2.34,24.165027777777777,15.79425,0.7127035988212679,0.7127035988212679
512,24d09m54.2s,15d46m8.9s,16,16,16,-90,4,-46,2.88,24.165055555555554,15.76913888888889,0.3353899288570672,0.3353899288570672
513,24d09m54.3s,15d46m13.3s,59,41,53,80,4,-86,2.7,24.16508333333333,15.770361111111113,1.2367503626604355,0.8594366926962348
514,24d09m54.3s,15d47m45.3s,29,20,26,-90,2,-28,2.56,24.16508333333333,15.795916666666667,0.6078942460534343,0.41923741107133405
515,24d09m54.3s,15d46m1.2s,34,29,32,20,4,19,3.2,24.16508333333333,15.767000000000001,0.7127035988212679,0.6078942460534343
516,24d09m54.4s,15d46m39.5s,35,29,33,60,2,16,1.78,24.16511111111111,15.77763888888889,0.7336654693748346,0.6078942460534343
517,24d09m54.5s,15d46m13.1s,16,16,16,0,4,-84,2.71,24.165138888888887,15.770305555555556,0.3353899288570672,0.3353899288570672
518,24d09m54.7s,15d48m0.1s,23,22,23,-90,2,69,3.16,24.16519444444444,15.800027777777778,0.4821230227320341,0.4611611521784674
519,24d09m54.7s,15d46m24.7s,65,65,65,0,2,113,2.25,24.16519444444444,15.773527777777778,1.3625215859818356,1.3625215859818356
520,24d09m54.7s,15d46m7.8s,17,15,17,-20,4,-37,2.92,24.16519444444444,15.768833333333335,0.35635179941063394,0.3144280583035005
521,24d09m54.7s,15d48m1.8s,47,47,47,0,2,80,3.23,24.16519444444444,15.800500000000001,0.9852079160176349,0.9852079160176349
522,24d09m54.8s,15d47m46.2s,19,18,18,-90,2,-25,2.58,24.16522222222222,15.796166666666666,0.3982755405177673,0.3773136699642006
523,24d09m54.8s,15d47m49.1s,28,28,28,0,2,-8,2.7,24.16522222222222,15.796972222222221,0.5869323754998677,0.5869323754998677
524,24d09m54.8s,15d47m58.5s,39,39,39,0,2,55,3.09,24.16522222222222,15.799583333333333,0.8175129515891013,0.8175129515891013
525,24d09m54.8s,15d46m10.2s,24,23,24,0,4,-58,2.82,24.16522222222222,15.7695,0.5030848932856008,0.4821230227320341
526,24d09m54.8s,15d45m54.4s,25,25,25,0,4,77,3.49,24.16522222222222,15.76511111111111,0.5240467638391675,0.5240467638391675
527,24d09m54.9s,15d47m0.1s,13,13,13,0,2,-90,1.43,24.16525,15.78336111111111,0.2725043171963671,0.2725043171963671
528,24d09m54.9s,15d46m44.5s,15,15,15,0,2,-18,1.63,24.16525,15.77902777777778,0.3144280583035005,0.3144280583035005
529,24d09m54.9s,15d46m15.3s,64,47,58,0,4,-104,2.61,24.16525,15.770916666666668,1.3415597154282688,0.9852079160176349
530,24d09m55.0s,15d46m2.7s,36,26,33,-90,4,5,3.13,24.165277777777778,15.767416666666668,0.7546273399284013,0.5450086343927342
531,24d09m55.1s,15d46m38.4s,24,24,24,0,2,19,1.78,24.165305555555555,15.777333333333335,0.5030848932856008,0.5030848932856008
532,24d09m55.2s,15d46m46.3s,61,54,59,0,2,-31,1.58,24.165333333333333,15.779527777777778,1.2786741037675688,1.131941009892602
533,24d09m55.2s,15d46m4.7s,29,19,26,-90,4,-9,3.04,24.165333333333333,15.767972222222223,0.6078942460534343,0.3982755405177673
534,24d09m55.3s,15d47m38.6s,31,31,31,0,2,-71,2.28,24.16536111111111,15.794055555555556,0.6498179871605677,0.6498179871605677
535,24d09m55.4s,15d46m43.0s,37,32,36,80,2,-12,1.65,24.165388888888888,15.778611111111111,0.7755892104819679,0.6707798577141344
536,24d09m55.4s,15d46m8.8s,32,26,30,-30,4,-45,2.86,24.165388888888888,15.769111111111112,0.6707798577141344,0.5450086343927342
537,24d09m55.4s,15d47m59.4s,28,27,27,-90,2,59,3.11,24.165388888888888,15.799833333333334,0.5869323754998677,0.565970504946301
538,24d09m55.4s,15d46m1.0s,33,26,30,-90,4,17,3.19,24.165388888888888,15.766944444444444,0.6917417282677011,0.5450086343927342
539,24d09m55.4s,15d47m45.3s,28,26,28,-90,2,-34,2.53,24.165388888888888,15.795916666666667,0.5869323754998677,0.5450086343927342
540,24d09m55.5s,15d48m0.5s,20,20,20,0,2,66,3.16,24.165416666666665,15.80013888888889,0.41923741107133405,0.41923741107133405
541,24d09m55.6s,15d46m3.9s,30,28,29,0,4,-7,3.06,24.165444444444443,15.767750000000001,0.628856116607001,0.5869323754998677
542,24d09m55.7s,15d46m21.6s,23,23,23,0,2,129,2.34,24.16547222222222,15.772666666666668,0.4821230227320341,0.4821230227320341
543,24d09m55.9s,15d46m7.4s,31,30,31,0,4,-34,2.91,24.165527777777775,15.768722222222223,0.6498179871605677,0.628856116607001
544,24d09m55.9s,15d46m37.5s,59,40,53,0,2,20,1.78,24.165527777777775,15.777083333333334,1.2367503626604355,0.8384748221426681
545,24d09m55.9s,15d46m8.0s,9,9,9,0,4,-40,2.88,24.165527777777775,15.76888888888889,0.1886568349821003,0.1886568349821003
546,24d09m56.1s,15d46m59.7s,13,13,13,0,2,-98,1.37,24.16558333333333,15.78325,0.2725043171963671,0.2725043171963671
547,24d09m56.2s,15d47m1.8s,56,42,51,-90,2,-105,1.37,24.165611111111108,15.783833333333334,1.1738647509997353,0.8803985632498015
548,24d09m56.3s,15d46m2.3s,32,32,32,0,4,6,3.12,24.16563888888889,15.767305555555556,0.6707798577141344,0.6707798577141344
549,24d09m56.4s,15d46m5.1s,33,32,32,-90,4,-19,3.0,24.165666666666667,15.768083333333335,0.6917417282677011,0.6707798577141344
550,24d09m56.5s,15d46m11.6s,25,25,25,0,4,-72,2.72,24.165694444444444,15.76988888888889,0.5240467638391675,0.5240467638391675
551,24d09m56.5s,15d46m13.5s,39,33,37,10,4,-89,2.64,24.165694444444444,15.770416666666668,0.8175129515891013,0.6917417282677011
552,24d09m56.5s,15d46m54.1s,20,19,20,-90,2,-79,1.39,24.165694444444444,15.781694444444446,0.41923741107133405,0.3982755405177673
553,24d09m56.5s,15d45m55.0s,16,16,16,0,4,72,3.43,24.165694444444444,15.765277777777778,0.3353899288570672,0.3353899288570672
554,24d09m56.5s,15d47m48.8s,48,34,43,60,2,-19,2.64,24.165694444444444,15.796888888888889,1.0061697865712016,0.7127035988212679
555,24d09m56.6s,15d48m5.7s,16,16,16,0,2,101,3.36,24.16572222222222,15.801583333333333,0.3353899288570672,0.3353899288570672
556,24d09m56.7s,15d46m0.1s,30,27,29,-90,4,26,3.21,24.16575,15.766694444444445,0.628856116607001,0.565970504946301
557,24d09m56.8s,15d46m15.0s,14,14,14,0,4,-103,2.57,24.165777777777777,15.770833333333334,0.2934661877499338,0.2934661877499338
558,24d09m57.0s,15d47m46.7s,70,54,64,-60,2,-35,2.55,24.16583333333333,15.796305555555556,1.4673309387496691,1.131941009892602
559,24d09m57.0s,15d46m42.9s,16,16,16,0,2,-21,1.58,24.16583333333333,15.778583333333334,0.3353899288570672,0.3353899288570672
560,24d09m57.1s,15d46m3.5s,30,28,29,-90,4,-4,3.05,24.16586111111111,15.76763888888889,0.628856116607001,0.5869323754998677
561,24d09m57.1s,15d46m26.4s,46,46,46,0,2,88,2.12,24.16586111111111,15.774000000000001,0.9642460454640682,0.9642460454640682
562,24d09m57.1s,15d46m10.1s,34,26,31,0,4,-61,2.77,24.16586111111111,15.769472222222223,0.7127035988212679,0.5450086343927342
563,24d09m57.1s,15d48m7.0s,18,17,18,-90,2,109,3.41,24.16586111111111,15.801944444444445,0.3773136699642006,0.35635179941063394
564,24d09m57.2s,15d46m50.9s,33,32,33,-90,2,-69,1.4,24.165888888888887,15.780805555555556,0.6917417282677011,0.6707798577141344
565,24d09m57.3s,15d46m4.9s,16,14,15,0,4,-17,2.99,24.165916666666664,15.768027777777778,0.3353899288570672,0.2934661877499338
566,24d09m57.3s,15d46m15.0s,45,39,43,-90,4,-103,2.56,24.165916666666664,15.770833333333334,0.9432841749105015,0.8175129515891013
567,24d09m57.3s,15d46m7.5s,25,22,24,30,4,-41,2.87,24.165916666666664,15.76875,0.5240467638391675,0.4611611521784674
568,24d09m57.3s,15d46m37.7s,21,21,21,0,2,10,1.72,24.165916666666664,15.77713888888889,0.44019928162490074,0.44019928162490074
569,24d09m57.4s,15d46m4.4s,20,17,19,0,4,-12,3.01,24.165944444444442,15.767888888888889,0.41923741107133405,0.35635179941063394
570,24d09m57.5s,15d46m9.1s,21,15,19,-30,4,-54,2.8,24.16597222222222,15.769194444444445,0.44019928162490074,0.3144280583035005
571,24d09m57.5s,15d46m40.3s,16,16,16,0,2,-7,1.64,24.16597222222222,15.777861111111111,0.3353899288570672,0.3353899288570672
572,24d09m57.6s,15d48m16.4s,24,24,24,0,2,183,3.82,24.165999999999997,15.804555555555556,0.5030848932856008,0.5030848932856008
573,24d09m57.7s,15d47m49.4s,13,13,13,0,2,-22,2.64,24.166027777777778,15.797055555555556,0.2725043171963671,0.2725043171963671
574,24d09m57.8s,15d45m58.5s,25,25,25,0,4,39,3.25,24.166055555555555,15.76625,0.5240467638391675,0.5240467638391675
575,24d09m57.8s,15d45m53.8s,22,22,22,0,4,79,3.46,24.166055555555555,15.764944444444444,0.4611611521784674,0.4611611521784674
576,24d09m57.9s,15d46m12.4s,38,23,33,-60,4,-82,2.66,24.166083333333333,15.770111111111111,0.7965510810355346,0.4821230227320341
577,24d09m57.9s,15d47m48.1s,23,15,20,0,2,-32,2.58,24.166083333333333,15.796694444444444,0.4821230227320341,0.3144280583035005
578,24d09m57.9s,15d46m5.6s,26,24,25,-90,4,-23,2.95,24.166083333333333,15.768222222222223,0.5450086343927342,0.5030848932856008
579,24d09m57.9s,15d46m13.8s,138,98,125,-30,4,-94,2.6,24.166083333333333,15.7705,2.892738136392205,2.054263314249537
580,24d09m57.9s,15d47m46.2s,17,15,16,-90,2,-44,2.51,24.166083333333333,15.796166666666666,0.35635179941063394,0.3144280583035005
581,24d09m57.9s,15d47m48.9s,12,11,11,0,2,-27,2.62,24.166083333333333,15.796916666666666,0.2515424466428004,0.2305805760892337
582,24d09m57.9s,15d46m56.3s,23,22,23,0,2,-99,1.3,24.166083333333333,15.782305555555556,0.4821230227320341,0.4611611521784674
583,24d09m58.0s,15d47m59.2s,165,136,156,-60,2,46,3.05,24.16611111111111,15.799777777777777,3.458708641338506,2.8508143952850715
584,24d09m58.0s,15d46m0.8s,26,26,26,0,4,19,3.15,24.16611111111111,15.76688888888889,0.5450086343927342,0.5450086343927342
585,24d09m58.1s,15d48m1.8s,10,10,10,0,2,64,3.16,24.166138888888888,15.800500000000001,0.20961870553566703,0.20961870553566703
586,24d09m58.1s,15d46m4.7s,22,17,21,-60,4,-16,2.98,24.166138888888888,15.767972222222223,0.4611611521784674,0.35635179941063394
587,24d09m58.3s,15d45m9.7s,24,24,24,0,2,-314,5.46,24.166194444444443,15.752694444444444,0.5030848932856008,0.5030848932856008
588,24d09m58.4s,15d45m49.7s,17,17,17,0,4,114,3.64,24.16622222222222,15.763805555555555,0.35635179941063394,0.35635179941063394
589,24d09m58.5s,15d47m52.9s,26,26,26,0,2,-1,2.77,24.166249999999998,15.798027777777778,0.5450086343927342,0.5450086343927342
590,24d09m58.5s,15d47m49.2s,15,14,15,0,2,-29,2.61,24.166249999999998,15.797,0.3144280583035005,0.2934661877499338
591,24d09m58.5s,15d46m8.3s,29,27,28,0,4,-48,2.82,24.166249999999998,15.768972222222223,0.6078942460534343,0.565970504946301
592,24d09m58.6s,15d46m34.8s,30,20,27,0,2,20,1.77,24.166277777777776,15.776333333333334,0.628856116607001,0.41923741107133405
593,24d09m58.7s,15d47m47.5s,14,14,14,0,2,-40,2.54,24.166305555555553,15.796527777777778,0.2934661877499338,0.2934661877499338
594,24d09m58.9s,15d46m38.4s,24,22,23,0,2,-3,1.65,24.166361111111108,15.777333333333335,0.5030848932856008,0.4611611521784674
595,24d09m58.9s,15d48m1.6s,23,23,23,0,2,59,3.14,24.166361111111108,15.800444444444445,0.4821230227320341,0.4821230227320341
596,24d09m58.9s,15d46m56.3s,20,18,19,-90,2,-106,1.26,24.166361111111108,15.782305555555556,0.41923741107133405,0.3773136699642006
597,24d09m59.1s,15d47m38.4s,31,29,30,-90,2,-101,2.16,24.166416666666667,15.794,0.6498179871605677,0.6078942460534343
598,24d09m59.2s,15d46m11.0s,21,21,21,-49,4,-72,2.69,24.166444444444444,15.769722222222223,0.44019928162490074,0.44019928162490074
599,24d09m59.2s,15d46m52.4s,56,29,47,-85,2,-90,1.3,24.166444444444444,15.781222222222222,1.1738647509997353,0.6078942460534343
600,24d09m59.5s,15d46m15.9s,16,16,16,0,4,-116,2.48,24.166527777777777,15.771083333333333,0.3353899288570672,0.3353899288570672
601,24d09m59.5s,15d46m42.5s,16,16,16,0,2,-34,1.5,24.166527777777777,15.778472222222224,0.3353899288570672,0.3353899288570672
602,24d09m59.6s,15d48m31.3s,49,49,49,0,1,-185,4.47,24.166555555555554,15.808694444444445,1.0271316571247684,1.0271316571247684
603,24d09m59.7s,15d48m0.8s,35,35,35,0,2,49,3.09,24.16658333333333,15.800222222222223,0.7336654693748346,0.7336654693748346
604,24d09m59.8s,15d48m2.2s,22,22,22,0,2,60,3.15,24.16661111111111,15.800611111111111,0.4611611521784674,0.4611611521784674
605,24d09m59.8s,15d46m33.3s,45,30,40,-20,2,28,1.79,24.16661111111111,15.775916666666667,0.9432841749105015,0.628856116607001
606,24d09m59.9s,15d46m15.2s,25,16,22,40,4,-110,2.49,24.166638888888887,15.770888888888889,0.5240467638391675,0.3353899288570672
607,24d10m0.0s,15d46m3.5s,132,99,121,-50,4,-7,2.99,24.166666666666668,15.76763888888889,2.7669669130708043,2.075225184803103
608,24d10m0.1s,15d46m13.1s,16,15,16,-90,4,-91,2.58,24.166694444444445,15.770305555555556,0.3353899288570672,0.3144280583035005
609,24d10m0.3s,15d48m2.5s,14,14,14,0,2,61,3.16,24.16675,15.800694444444446,0.2934661877499338,0.2934661877499338
610,24d10m0.3s,15d45m55.0s,48,48,48,0,4,65,3.37,24.16675,15.765277777777778,1.0061697865712016,1.0061697865712016
611,24d10m0.5s,15d47m58.1s,16,15,16,-90,2,24,2.96,24.166805555555555,15.799472222222223,0.3353899288570672,0.3144280583035005
612,24d10m0.7s,15d46m31.8s,40,40,40,0,2,31,1.81,24.166861111111114,15.775500000000001,0.8384748221426681,0.8384748221426681
613,24d10m0.9s,15d46m34.2s,27,24,26,-20,2,15,1.72,24.16691666666667,15.776166666666667,0.565970504946301,0.5030848932856008
614,24d10m1.0s,15d48m3.1s,34,34,34,0,2,62,3.17,24.166944444444447,15.800861111111113,0.7127035988212679,0.7127035988212679
615,24d10m1.1s,15d46m28.9s,35,35,35,0,2,49,1.91,24.166972222222224,15.774694444444446,0.7336654693748346,0.7336654693748346
616,24d10m1.1s,15d46m12.6s,33,28,31,-60,4,-87,2.58,24.166972222222224,15.770166666666668,0.6917417282677011,0.5869323754998677
617,24d10m1.4s,15d47m57.7s,25,24,25,-90,2,17,2.92,24.167055555555557,15.79936111111111,0.5240467638391675,0.5030848932856008
